event_id,method,auprc,roc_auc,localization_error_seconds,within_0p15,within_0p30,within_0p60,top_1pct_recall,false_positive_burden,calibration_error,ablation
EDR019,sparse_invariant,0.3265006378783468,0.9554817275747509,2.219999999999999,False,False,False,0.2,0.0461173996569585,0.04346223434784306,all_invariant
EDR020,nonlinear_invariant,0.6844187675070028,0.9894999999999999,0.08999999999999986,True,True,True,0.3,0.020884231398214787,0.015582219272788517,all_invariant
EDR020,sparse_invariant,0.8796753246753246,0.9833333333333334,0.3899999999999997,False,False,True,0.4,0.0414398357430298,0.04061983029433056,all_invariant
EDR021,nonlinear_invariant,0.24376458101415655,0.9172131147540984,0.20999999999999996,False,True,True,0.1,0.014655788504775523,0.017421751413021207,all_invariant
EDR021,sparse_invariant,0.22233874604407786,0.8750819672131147,0.03000000000000025,True,True,True,0.1,0.03690226911051179,0.010633561831598595,all_invariant
EDR022,nonlinear_invariant,0.6177100053504547,0.9061111111111111,0.0,True,True,True,0.5,0.011464048738743323,0.009441291541132955,all_invariant
EDR022,sparse_invariant,0.5657308377896613,0.9222222222222223,0.41999999999999993,False,False,True,0.5,0.031056432302568465,0.028181293487269964,all_invariant
EDR023,nonlinear_invariant,0.7142857142857143,0.9933333333333333,3.45,False,False,False,0.1,0.036607258126056835,0.03960850612354082,all_invariant
EDR023,sparse_invariant,0.9999999999999999,1.0,0.03000000000000025,True,True,True,0.4,0.05142209910297898,0.06470058361933581,all_invariant
EDR025,nonlinear_invariant,0.46241235888294707,0.9801980198019802,0.08999999999999986,True,True,True,0.4,0.02017148787677855,0.019064432445246852,all_invariant
EDR025,sparse_invariant,0.3465996765996766,0.9620462046204621,3.0600000000000005,False,False,False,0.1,0.03757787783230264,0.038228223115420845,all_invariant
EDR028,nonlinear_invariant,0.37598472955615814,0.9764285714285714,0.20999999999999996,False,True,True,0.14285714285714285,0.01700024027154254,0.003622120693277734,all_invariant
EDR028,sparse_invariant,0.8954648526077096,0.9976190476190476,0.15000000000000036,False,True,True,0.42857142857142855,0.03697680056736933,0.04661800193189511,all_invariant
EDR034,nonlinear_invariant,0.4402687093481743,0.8736666666666666,0.0,True,True,True,0.2,0.009868633191224916,0.021328893069290047,all_invariant
EDR034,sparse_invariant,0.3799812253927259,0.7083333333333333,0.0,True,True,True,0.2,0.022925504804324526,0.008592681399330716,all_invariant
EDR035,nonlinear_invariant,0.48882882882882883,0.9446666666666665,0.2999999999999998,False,True,True,0.2,0.010853135595500257,0.020710903260848207,all_invariant
EDR035,sparse_invariant,0.8678571428571428,0.986,0.1800000000000006,False,True,True,0.4,0.026794978867522506,0.027204126467550556,all_invariant
EDR041,nonlinear_invariant,1.0,1.0,0.08999999999999986,True,True,True,0.8,0.014279038040745822,0.027732164933226205,all_invariant
EDR041,sparse_invariant,0.7577639751552796,0.986,0.0,True,True,True,0.6,0.030429487683208953,0.03167093583634091,all_invariant
EDR054,nonlinear_invariant,0.8970370370370371,0.9924590163934426,0.03000000000000025,True,True,True,0.4,0.009061722366930106,0.01991957659794147,all_invariant
